X1,Y1,C1,X2,Y2,C2,X3,Y3,C3,X4,Y4,C4,X5,Y5,C5,X6,Y6,C6,X7,Y7,C7,X8,Y8,C8,X9,Y9,C9,X10,Y10,C10,X11,Y11,C11,X12,Y12,C12,X13,Y13,C13,X14,Y14,C14,X15,Y15,C15,X16,Y16,C16,X17,Y17,C17,X18,Y18,C18,X19,Y19,C19,X20,Y20,C20,X21,Y21,C21,X22,Y22,C22,X23,Y23,C23,X24,Y24,C24,X25,Y25,C25,Sitting
562.757,73.0519,0.839046,551.01,151.367,0.830558,490.307,147.363,0.800607,460.884,235.598,0.855301,523.63,212.166,0.894494,611.719,163.04,0.797232,621.618,253.245,0.830805,623.516,325.698,0.816342,537.306,337.476,0.713221,496.147,335.512,0.687361,468.735,464.825,0.695618,445.299,609.821,0.772504,572.572,339.403,0.734012,604.005,464.85,0.800018,619.648,611.768,0.739229,551.038,67.0958,0.875358,572.647,67.0812,0.905209,527.52,82.7814,0.88267,588.323,82.7525,0.84167,650.909,637.253,0.750917,658.787,633.318,0.794324,609.804,627.417,0.638426,449.119,645.004,0.669096,431.507,637.288,0.721102,447.245,619.644,0.501664,True
564.719,55.3554,0.897739,555.007,135.722,0.890002,494.246,131.692,0.827076,462.913,223.79,0.854283,525.481,192.469,0.878194,617.524,145.496,0.809743,631.257,235.559,0.773714,631.33,308.161,0.826857,551.04,321.799,0.671622,509.954,319.861,0.680763,478.587,462.917,0.766053,445.293,609.783,0.761377,586.362,323.74,0.693576,602.005,462.884,0.790471,619.653,607.835,0.736942,552.915,51.3631,0.864519,574.495,47.544,0.857167,527.578,68.9625,0.882113,590.233,65.1361,0.834477,648.97,635.325,0.749071,656.826,633.231,0.777933,611.748,623.525,0.618813,451.097,645.07,0.658013,431.546,639.195,0.68947,447.171,619.591,0.452008,True
594.089,65.1205,0.83557,588.317,145.485,0.89375,529.464,137.624,0.781277,502.065,229.717,0.840634,547.07,194.41,0.850096,649.029,149.314,0.857091,668.559,229.755,0.849636,680.276,302.238,0.879306,588.16,323.786,0.699677,551.034,321.793,0.648545,511.822,443.276,0.767312,476.47,592.165,0.765385,623.472,327.695,0.65267,619.672,466.805,0.778348,621.542,609.796,0.720647,582.369,55.2711,0.89456,603.948,53.4744,0.930753,560.836,70.9638,0.872371,619.686,69.1275,0.876575,649.002,637.195,0.733088,660.68,633.298,0.785255,611.735,625.476,0.610649,449.181,637.233,0.662086,441.312,631.355,0.631105,480.502,603.853,0.557689,True
560.857,35.797,0.891023,552.991,116.164,0.877675,492.169,108.267,0.780976,460.806,206.163,0.844595,519.625,165.17,0.837235,611.774,121.992,0.781859,631.259,215.999,0.805078,639.203,290.398,0.859718,566.667,308.116,0.624794,525.516,312.012,0.612429,521.662,460.949,0.717652,521.668,609.797,0.766914,603.907,306.125,0.67843,637.21,447.263,0.793532,637.236,598.007,0.701147,547.084,24.0487,0.879285,572.56,24.0017,0.940224,523.582,39.7916,0.909381,586.27,39.6584,0.62589,664.581,635.314,0.709958,676.357,633.222,0.726293,627.413,611.76,0.513318,525.505,645.072,0.712664,507.949,641.128,0.753948,527.545,619.518,0.541914,True
564.709,27.9674,0.833547,555.003,114.148,0.893786,492.286,102.475,0.832633,460.899,200.323,0.870859,519.653,163.15,0.870737,617.63,119.999,0.830802,635.211,212.088,0.904814,648.874,288.509,0.891808,568.605,306.142,0.627117,525.552,306.174,0.614064,523.474,460.921,0.731668,523.552,611.729,0.775968,605.875,304.198,0.641964,631.33,458.922,0.753255,651.007,603.859,0.725854,550.968,22.0132,0.870137,572.672,22.005,0.903902,525.483,37.8068,0.947787,588.263,37.7801,0.859659,666.614,637.265,0.640113,682.344,635.202,0.721425,641.111,617.668,0.520554,523.606,645.065,0.718751,507.902,639.188,0.752553,533.363,619.554,0.540464,True
572.601,25.976,0.907346,566.678,114.06,0.816757,503.955,102.449,0.783609,468.705,200.339,0.822744,521.633,163.019,0.86158,631.282,118.043,0.798874,648.97,210.124,0.860518,652.852,288.562,0.86837,570.64,308.058,0.661531,529.435,308.12,0.592772,523.542,464.831,0.718408,523.574,609.818,0.787435,611.776,304.205,0.623809,627.428,456.953,0.724969,652.963,617.585,0.656851,556.99,21.974,0.896226,586.249,20.074,0.889744,537.323,35.7995,0.894583,601.959,35.7339,0.826289,674.45,650.863,0.540052,688.13,647.035,0.665159,645.056,637.23,0.469277,525.511,648.905,0.732847,507.933,645.009,0.725269,531.453,619.532,0.523795,True
588.33,24.0863,0.91368,586.206,112.157,0.840633,521.596,102.442,0.801107,490.228,202.319,0.827395,523.622,163.182,0.87397,648.937,116.142,0.821419,666.691,198.415,0.8249,666.699,286.46,0.836666,586.197,298.281,0.639169,541.269,296.316,0.613251,527.487,458.914,0.72384,523.586,607.829,0.787444,623.548,300.223,0.596765,635.311,453.068,0.747136,652.893,615.653,0.689499,574.542,20.0593,0.852155,601.981,18.1091,0.863867,555.014,35.7228,0.884651,619.552,31.8455,0.811872,666.631,645.022,0.587574,682.276,639.215,0.700379,639.206,633.319,0.43767,523.585,645.073,0.717989,507.896,639.197,0.752937,531.459,619.54,0.514865,True
609.815,22.1405,0.898337,603.895,104.389,0.867219,539.292,102.313,0.818502,509.786,208.09,0.899285,539.195,161.169,0.840553,668.574,112.181,0.766886,696.011,196.421,0.88427,690.13,276.794,0.807614,599.918,298.262,0.595875,554.969,294.377,0.588354,527.49,462.814,0.63733,523.533,609.769,0.787926,639.194,300.226,0.592584,647.005,460.85,0.725479,652.869,617.584,0.670207,0.0,0.0,0.0,0.0,0.0,0.0,574.572,31.8068,0.850047,639.166,29.8829,0.776657,672.464,647.04,0.578817,684.238,643.12,0.682925,639.152,635.288,0.457228,525.56,646.974,0.736907,507.968,641.161,0.750266,525.587,619.581,0.501066,True
625.483,22.0744,0.903468,621.557,104.313,0.847137,556.889,102.469,0.794179,527.529,208.176,0.868994,547.127,165.016,0.796214,692.029,104.392,0.759621,715.574,194.406,0.872284,709.652,276.745,0.818449,603.873,290.462,0.671738,560.795,286.555,0.622864,517.698,417.801,0.728651,537.244,584.284,0.763102,647.043,294.362,0.627385,650.967,460.823,0.768096,652.917,617.618,0.696923,0.0,0.0,0.0,0.0,0.0,0.0,594.101,27.9441,0.831837,660.713,26.0482,0.817639,670.528,648.931,0.607678,684.257,645.022,0.71254,641.118,635.251,0.446549,521.593,635.279,0.642286,507.963,629.376,0.589527,545.167,588.192,0.626945,True
633.294,22.0127,0.948101,633.228,102.324,0.88235,566.703,102.32,0.740964,539.231,208.129,0.886302,552.962,165.131,0.847569,697.883,102.337,0.824578,725.304,186.605,0.805632,727.322,272.758,0.853044,603.995,290.446,0.666565,562.771,286.531,0.609256,511.808,400.202,0.805953,554.901,554.976,0.798429,648.957,292.427,0.632723,651.026,453.052,0.730751,651.037,609.791,0.676046,0.0,0.0,0.0,646.997,4.38294,0.921113,601.994,25.9937,0.879759,666.604,23.9527,0.951919,666.647,646.98,0.602375,682.324,641.133,0.673275,639.155,629.375,0.430661,549.033,605.891,0.636587,537.246,601.966,0.65335,568.597,558.902,0.557479,True
619.503,22.1284,0.956144,617.635,102.424,0.890064,552.937,100.428,0.779322,515.75,200.305,0.825179,543.244,161.183,0.827357,682.245,104.387,0.803803,713.547,192.511,0.859674,719.513,263.016,0.810275,603.89,290.48,0.671879,558.906,288.494,0.607781,531.388,433.453,0.685557,488.314,603.865,0.751088,648.926,292.431,0.66001,652.868,456.955,0.707606,652.884,615.66,0.697331,0.0,0.0,0.0,0.0,0.0,0.0,588.151,25.9878,0.886936,650.948,24.1129,0.878654,670.542,648.899,0.600581,684.275,643.118,0.675403,641.102,633.331,0.454325,490.247,641.138,0.700293,470.684,635.336,0.753007,486.369,613.714,0.438596,True
598.056,25.9917,0.852158,592.13,104.316,0.840817,529.466,102.337,0.792301,496.136,204.221,0.841925,537.32,157.206,0.788474,656.809,108.287,0.740268,692.1,196.44,0.840807,699.912,274.848,0.846423,588.192,292.398,0.659239,543.196,290.508,0.617925,511.798,449.116,0.681027,480.481,613.696,0.747832,633.263,292.407,0.646066,648.934,458.936,0.7282,652.892,615.639,0.681814,584.36,20.0902,0.859015,607.824,18.1328,0.81438,566.64,31.8078,0.781175,629.362,25.9945,0.789507,666.607,646.973,0.606918,682.291,641.159,0.698792,639.187,633.305,0.458463,488.349,641.152,0.705793,470.666,637.278,0.721783,480.517,621.548,0.501394,True
570.617,37.7134,0.915394,562.742,114.16,0.826461,502.004,108.247,0.744453,474.561,210.054,0.846822,519.662,165.124,0.843245,625.498,117.98,0.784632,664.53,208.169,0.836562,676.352,290.408,0.818226,568.612,306.139,0.63512,525.516,306.165,0.631917,505.982,460.948,0.753503,484.438,615.668,0.735583,607.843,304.213,0.641539,635.178,458.928,0.784155,652.854,617.58,0.70057,556.817,24.0994,0.898814,582.316,23.9324,0.867441,537.263,37.6347,0.851712,599.977,31.8455,0.749204,668.537,648.877,0.628841,682.326,643.101,0.703242,641.141,635.225,0.500863,486.392,643.081,0.691022,468.746,637.267,0.719851,492.193,627.407,0.51259,True
543.147,61.2519,0.839159,527.48,118.133,0.869981,466.761,117.996,0.797665,441.32,214.013,0.844185,505.943,194.483,0.890349,588.276,122.004,0.822185,605.943,212.136,0.852723,619.676,290.402,0.906885,541.212,313.939,0.664754,505.984,317.861,0.609461,492.314,460.946,0.778061,480.548,617.569,0.744674,578.461,308.069,0.642876,611.739,455.017,0.712397,635.288,603.935,0.736637,529.486,51.4136,0.817882,554.95,51.3745,0.905436,505.931,49.4794,0.858043,570.54,47.5465,0.650451,652.895,635.199,0.670194,666.636,631.364,0.751389,627.43,619.658,0.575987,486.365,646.938,0.682591,466.806,641.156,0.700622,492.207,627.418,0.475713,True
552.904,78.8903,0.836995,527.467,127.841,0.838599,468.751,121.995,0.754244,441.336,216.053,0.826948,507.928,210.181,0.899944,586.326,129.829,0.848839,602.011,218.001,0.866395,619.531,290.45,0.927197,539.144,310.047,0.668982,502.024,310.065,0.611735,492.199,460.902,0.755155,478.606,615.642,0.764287,572.518,308.114,0.70736,611.714,447.167,0.776135,625.493,590.203,0.70162,539.19,67.0518,0.860209,558.851,67.099,0.910693,507.935,55.3774,0.938898,570.652,65.1542,0.114456,643.098,633.211,0.714382,654.87,623.542,0.722272,617.572,603.887,0.586977,486.337,643.099,0.690328,466.785,639.186,0.725497,490.274,625.461,0.478849,True
570.502,94.5651,0.805937,537.278,135.669,0.845418,478.552,131.83,0.801094,447.152,225.857,0.925075,511.857,227.762,0.860727,590.224,139.631,0.774153,605.904,227.868,0.851373,617.679,300.272,0.883406,539.321,319.86,0.683847,505.893,319.805,0.610445,492.277,464.843,0.721,478.604,613.723,0.768465,574.521,319.871,0.684341,609.824,458.904,0.740518,619.644,588.247,0.74728,555.0,82.7847,0.856606,574.526,82.7805,0.844102,523.541,71.0033,0.930413,0.0,0.0,0.0,637.231,625.456,0.721354,650.944,619.552,0.795975,613.682,601.941,0.574744,484.428,645.05,0.70765,466.769,641.116,0.727984,490.3,621.558,0.488186,True
617.619,145.4,0.855613,578.48,169.026,0.807672,525.515,161.145,0.79359,478.599,243.373,0.883618,533.373,257.089,0.848108,633.323,180.734,0.86386,635.33,266.93,0.840671,625.455,337.501,0.845033,554.999,335.503,0.741429,523.479,329.605,0.663732,505.9,462.909,0.745648,476.555,615.608,0.772096,588.287,337.54,0.728302,613.666,476.552,0.774645,615.626,603.969,0.776764,603.944,129.789,0.881014,623.548,131.653,0.808458,572.625,114.1,0.837273,0.0,0.0,0.0,639.161,631.356,0.748691,648.946,623.471,0.780366,601.996,617.697,0.760789,492.23,641.164,0.713719,472.675,641.153,0.699625,470.701,621.574,0.469891,True
617.602,153.298,0.868324,588.262,178.797,0.918609,537.28,164.991,0.823887,492.325,245.367,0.898954,543.16,261.077,0.830333,646.972,194.365,0.83521,648.945,278.709,0.844368,635.179,351.198,0.91277,554.963,337.487,0.731005,521.647,331.591,0.666963,490.208,453.063,0.682472,445.155,600.013,0.717759,588.278,345.334,0.705012,609.816,478.497,0.764347,615.589,603.945,0.775884,605.925,139.602,0.825502,631.327,147.363,0.889686,586.35,118.054,0.923192,645.032,137.674,0.593201,637.223,631.319,0.769037,647.042,621.581,0.801132,601.974,617.681,0.764713,472.635,635.303,0.653609,451.11,635.3,0.632401,429.589,607.802,0.513768,True
617.529,165.024,0.906876,588.21,186.646,0.865627,535.352,172.908,0.761834,492.311,253.252,0.877938,541.307,272.789,0.875723,645.079,198.434,0.804485,648.974,288.413,0.895556,633.243,362.897,0.850379,549.055,343.363,0.672441,513.798,335.515,0.664693,466.793,449.145,0.686893,400.224,590.188,0.720319,584.271,351.209,0.713838,607.816,476.596,0.80196,613.724,603.935,0.775301,605.846,149.419,0.888625,631.3,153.322,0.859125,586.315,127.854,0.869431,643.06,147.52,0.382209,637.278,631.301,0.748477,647.031,621.571,0.784125,601.921,617.629,0.721311,400.22,631.328,0.602101,384.462,623.485,0.604626,398.239,598.028,0.37797,True
619.636,196.429,0.875114,578.44,210.121,0.832526,525.521,196.398,0.790092,480.54,272.851,0.860962,533.408,304.148,0.80474,633.256,223.77,0.821372,643.09,306.16,0.769582,617.694,384.433,0.822432,525.626,364.873,0.710161,494.188,357.048,0.655396,449.115,470.653,0.723615,384.546,603.848,0.739122,558.883,366.871,0.713906,607.86,478.547,0.779801,613.657,603.948,0.764036,615.601,182.688,0.794839,631.361,184.627,0.713401,582.363,163.141,0.789196,0.0,0.0,0.0,637.251,633.195,0.775109,647.039,623.49,0.788258,601.872,617.665,0.708128,386.496,637.271,0.643567,368.881,633.339,0.686915,380.571,607.841,0.421562,True
